Rank	Token	No space  (nsp)	MTW  identifiers	First			Second		
14	comité	nsp							
15	,								
16	vedette								
17	de								
18	la								
19	colombophilie								
20	jusqu'	nsp							
21	en								
22	1962	nsp							
23	,								
24	époque								
25	à								
26	laquelle								
27	il								
28	fut								
29	obligé								
30	de								
31	quitter								
32	son								
33	pigeonnier								
34	de								
35	Châtenois-les-Forges								
36	pour								
37	aller								
38	habiter								
39	un								
40	espace								
41	réduit								
42	à								
43	Grand-Charmont	nsp							
44	.								
									
1	à								
2	l'	nsp							
3	époque	nsp							
4	,								
5	ce								
6	cher								
7	#								
8	Jo								
9	#								
10	élevait								
11	jusqu'	nsp							
12	à								
13	120								
14	pigeons								
15	voyageurs	nsp							
16	,								
17	et								
18	les								
19	spécialistes								
20	n'	nsp							
21	ont								
22	pas								
23	oublié								
24	que								
25	l'	nsp							
26	un								
27	de								
28	ses								
29	champions								
30	fut								
31	de								
32	loin								
33	le								
34	meilleur								
35	sur								
36	500								
37	kilomètres								
38	lors								
39	d'	nsp							
40	un								
41	retour								
42	d'	nsp							
43	Evreux								
44	et								
45	de								
46	Bayeux	nsp							
47	!								
									
1	Joseph								
2	Bari								
3	n'	nsp							
4	a								
5	plus								
6	rien								
7	chez								
8	lui	nsp							
9	,								
10	que								
11	des								
12	souvenirs	nsp							
13	.								
									
1	Heureusement	nsp							
2	,								
3	comme								
4	les								
5	autres								
6	amis								
7	de								
8	Claude								
9	Simon	nsp							
10	,								
11	il								
12	adore								
13	consacrer								
14	son								
15	temps								
16	à								
17	cette								
18	très								
19	belle								
20	exposition								
21	avicole								
22	qui								
23	résonne								
24	de								
25	mille								
26	chants								
27	de								
28	coqs								
29	heureux	nsp							
30	.								
									
1	Il			1	ID/_				
2	faut			1					
3	aller								
4	écouter								
5	et								
6	voir								
7	tout								
8	ça	nsp							
9	.								
									
1	Vivifiant								
2	en								
3	diable	nsp							
4	!								
									
1	Toi								
2	mon								
3	toit								
									
1	Une								
2	manoeuvre								
3	menée								
4	avec								
5	maestria	nsp							
6	.								
									
1	Une								
2	heure								
3	et								
4	vingt								
5	minutes	nsp							
6	,								
7	c'	nsp							
8	est								
9	le								
10	temps								
11	qu'	nsp							
12	il			1	OTH/_				
13	aura								
14	fallu			1					
15	à								
16	Thierry								
17	Guerry	nsp							
18	,								
19	chauffeur-routier								
20	chez								
21	Caillaud	nsp							
22	,								
23	l'	nsp							
24	entreprise								
25	en								
26	charpente								
27	chargée								
28	de								
29	la								
30	pose								
31	de								
32	la								
33	toiture								
34	des								
35	cours								
36	de								
37	tennis								
38	couverts	nsp							
39	,								
40	pour								
41	pénétrer								
42	dans								
43	l'	nsp							
44	enceinte								
45	du								
46	complexe								
47	sportif								
48	de								
49	la								
50	commune	nsp							
51	,								
52	avec								
53	son								
54	semi-remorque	nsp							
55	,								
56	sur								
57	lequel								
58	étaient								
59	chargées								
60	quatorze								
61	tonnes								
62	d'	nsp							
63	éléments								
64	en								
65	bois								
66	de								
67	trente								
68	mètres								
69	de								
70	long	nsp							
71	,								
72	destinés								
73	à								
74	la								
75	couverture								
76	du								
77	bâtiment								
78	en								
79	construction								
80	sur								
81	le								
82	stade	nsp							
83	.								
									
1	C'	nsp							
2	est								
3	au								
4	centimètre								
5	près								
6	que								
7	la								
8	cabine								
9	du								
10	véhicule								
11	a								
12	pu								
13	passer								
14	entre								
15	les								
16	deux								
17	poteaux								
18	du								
19	portail								
20	principal	nsp							
21	,								
22	dont								
23	un								
24	#								
25	chapeau								
26	#								
27	sur								
28	l'	nsp							
29	un								
30	a								
31	du								
32	être								
33	enlevé								
34	pour								
35	faciliter								
36	la								
37	manoeuvre								
38	spectaculaire	nsp							
39	,								
40	dirigée								
41	par								
42	le								
43	pilote								
44	du								
45	convoi								
46	exceptionnel	nsp							
47	.								
									
1	Parti								
2	de								
3	Cholet								
4	(								
5	Maine								
6	et								
7	Loire								
8	)								
9	le								
10	chauffeur								
11	n'	nsp							
12	aura								
13	mis								
14	finalement								
15	qu'	nsp							
16	une								
17	journée								
18	et								
19	demi	nsp							
20	,								
21	avec								
22	des								
23	pointes								
24	de								
25	vitesse								
26	à								
27	70								
28	km	nsp							
29	/								
30	h								
31	(								
32	moins								
33	la								
34	nuit								
35	de								
36	repos								
37	)								
38	pour								
39	couvrir			1	ID/_				
40	une								
41	distance			1					
42	de								
43	600								
44	km	nsp							
45	.								
									
1	Un								
2	malaise								
									
1	Il								
2	semble								
3	qu'	nsp							
4	un								
5	malaise								
6	du								
7	conducteur	nsp							
8	,								
9	qui								
10	pourrait								
11	être								
12	d'	nsp							
13	origine								
14	épileptique	nsp							
15	,								
16	soit								
17	à								
18	l'	nsp							
19	origine								
20	de								
21	cet								
22	accident								
23	peu								
24	classique	nsp							
25	.								
									
1	S'	nsp							
2	apercevant								
3	que								
4	son								
5	mari								
6	avait								
7	soudainement								
8	perdu			1	ID				
9	connaissance	nsp		1					
10	,								
11	l'	nsp							
12	épouse	nsp							
13	,								
14	passagère								
15	avant	nsp							
16	,								
17	a								
18	tenté								
19	de								
20	garder								
21	le								
22	véhicule								
23	en								
24	ligne								
25	droite								
26	en								
27	se			2	OTH/_				
28	saisissant			2					
29	du			2		SEL			
30	volant	nsp							
31	.								
									
1	Malgré								
2	la								
3	distance								
4	parcourue	nsp							
5	,								
6	tout								
7	a								
8	été								
9	très								
10	rapide								
11	pour								
12	le								
13	couple								
14	originaire								
15	du								
16	Territoire								
17	de								
18	Belfort	nsp							
19	.								
									
1	Hier								
2	en								
3	début								
4	de								
5	soirée	nsp							
6	,								
7	la								
8	route								
9	reliant								
10	Danjoutin								
11	à								
12	Belfort								
13	était								
14	en								
15	partie								
16	neutralisée								
17	par								
18	la								
19	police	nsp							
20	,								
21	le								
22	temps								
23	qu'	nsp							
24	un								
25	dépanneur								
26	fasse								
27	tomber								
28	l'	nsp							
29	automobile	nsp							
30	,								
31	perchée								
32	juste								
33	au								
34	-								
35	dessus								
36	d'	nsp							
37	une								
38	fortification								
39	appartenant								
40	à								
41	l'	nsp							
42	ancienne								
43	ceinture								
44	de								
45	Belfort	nsp							
46	.								
									
1	Le								
2	véhicule								
3	a								
4	été								
5	enlevé								
6	un								
7	peu								
8	après								
9	20								
10	h	nsp							
11	.								
									
1	Il								
2	est								
3	à								
4	noter								
5	que								
6	le								
7	couple								
8	a								
9	eu								
10	la								
11	chance								
12	que								
13	son								
14	accident								
15	soit								
16	vu								
17	par								
18	des								
19	témoins								
20	qui								
21	ont								
22	alerté								
23	les								
24	secours	nsp							
25	.								
									
1	L'	nsp							
2	automobile	nsp							
3	,								
4	en								
5	effet	nsp							
6	,								
7	est								
8	invisible								
9	depuis								
10	la								
11	rue								
12	de								
13	Danjoutin								
14	située								
15	en								
16	contrebas								
17	et								
18	les								
19	traces								
20	indiquant								
21	la								
22	sortie								
23	de								
24	route								
25	sont								
26	discrètes								
27	au								
28	niveau								
29	de								
30	l'	nsp							
31	A36	nsp							
32	.								
									
1	Un								
2	véhicule								
3	a								
4	effectué								
5	une								
6	spectaculaire								
7	sortie								
8	de								
9	route	nsp							
10	,								
11	hier								
12	vers								
13	18								
14	h								
15	15	nsp							
16	,								
17	sur								
18	l'	nsp							
19	A36	nsp							
20	.								
									
1	La								
2	voiture								
3	circulait								
4	dans								
5	le								
6	sens								
7	Mulhouse-Montbéliard								
8	lorsqu'	nsp							
9	après								
10	être								
11	passée								
12	à								
13	hauteur								
14	du								
15	35e								
16	RI	nsp							
17	,								
18	elle								
19	a								
20	quitté								
21	la								
22	chaussée								
23	sur								
24	sa								
25	droite	nsp							
26	.								
									
1	Frôlant								
2	le								
3	début								
4	d'	nsp							
5	une								
6	glissière								
7	de								
8	sécurité	nsp							
9	,								
10	le								
11	véhicule								
12	a								
13	gravi								
14	le								
15	talus	nsp							
16	,								
17	basculé								
18	de								
19	l'	nsp							
20	autre								
21	côté	nsp							
22	,								
23	traversé								
24	un								
25	champ	nsp							
26	,								
27	est								
28	entré								
29	dans								
30	un								
31	secteur								
32	boisé	nsp							
33	,								
34	pour								
35	finalement								
36	plonger								
37	vers								
38	le								
39	centre								
40	Leclerc								
41	dans								
42	une								
43	zone								
44	à								
45	pic	nsp							
46	.								
									
1	Fort								
2	heureusement								
3	pour								
4	les								
5	deux								
6	occupants	nsp							
7	,								
8	l'	nsp							
9	automobile								
10	a								
11	fini								
12	par								
13	percuter								
14	un								
15	arbre								
16	assez								
17	résistant								
18	pour								
19	immobiliser								
20	le								
21	véhicule	nsp							
22	.								
									
1	Ce								
2	dernier								
3	est								
4	resté								
5	en								
6	équilibre								
7	instable	nsp							
8	,								
9	au								
10	-								
11	dessus								
12	d'	nsp							
13	un								
14	vide								
15	de								
16	plus								
17	de								
18	dix								
19	mètres	nsp							
20	.								
									
1	En								
2	tout	nsp							
3	,								
4	il								
5	a								
6	parcouru								
7	une								
8	distance								
9	de								
10	près								
11	de								
12	150								
13	mètres								
14	pour								
15	un								
16	dénivelé								
17	de								
18	plusieurs								
19	dizaines								
20	de								
21	mètres	nsp							
22	.								
									
1	Les								
2	sapeurs-pompiers								
3	de								
4	Belfort								
5	et								
6	le								
7	Samu								
8	sont								
9	parvenus	nsp							
10	,								
11	après								
12	avoir								
13	crapahuté								
14	dans								
15	les								
16	broussailles	nsp							
17	,								
18	à								
19	récupérer								
20	le								
21	conducteur								
22	et								
23	sa								
24	passagère	nsp							
25	,								
26	qui								
27	étaient								
28	conscients	nsp							
29	.								
									
1	Ces								
2	derniers	nsp							
3	,								
4	choqués	nsp							
5	,								
6	ne								
7	semblaient								
8	pas								
9	blessés	nsp							
10	.								
									
1	Ils								
2	ont								
3	été								
4	transportés								
5	au								
6	centre								
7	hospitalier								
8	de								
9	Belfort								
10	pour								
11	des								
12	examens								
13	de								
14	contrôle	nsp							
15	.								
									
1	L'	nsp							
2	éclipse								
3	du								
4	11								
5	août								
6	expliquée								
7	au								
8	centre								
9	Marie-Marvingt								
									
1	Une								
2	éclipse								
3	de								
4	soleil								
5	se			1	OTH				
6	produira			1					
7	le								
8	mercredi								
9	11								
10	août								
11	à								
12	la								
13	mi-journée								
14	et								
15	sera								
16	visible								
17	partout								
18	en								
19	France	nsp							
20	.								
									
1	Pour								
2	la								
3	majeure								
4	partie								
5	du								
6	pays	nsp							
7	,								
8	il								
9	s'	nsp		1	OTH				
10	agira			1					
11	d'	nsp							
12	une								
13	éclipse								
14	partielle	nsp							
15	.								
									
1	Seule								
2	une								
3	bande								
4	du								
5	territoire								
6	d'	nsp							
7	environ								
8	110								
9	km								
10	de								
11	large								
12	comprenant								
13	la								
14	Lorraine	nsp							
15	,								
16	bénéficiera								
17	de								
18	l'	nsp							
19	éclipse								
20	totale	nsp							
21	.								
									
1	En								
2	plein								
3	midi	nsp							
4	,								
5	la								
6	ville								
7	de								
8	Maxéville								
9	sera								
10	plongée								
11	durant								
12	quelques								
13	secondes								
14	dans								
15	la								
16	nuit	nsp							
17	.								
									
1	L'	nsp							
2	éclipse								
3	totale								
4	est								
5	certainement								
6	un								
7	des								
8	événements								
9	naturels								
10	les								
11	plus								
12	spectaculaires	nsp							
13	.								
									
1	Pour								
2	préparer								
3	la								
4	population								
5	à								
6	ce								
7	phénomène	nsp							
8	,								
9	la								
10	ville								
11	propose								
12	actuellement								
13	au								
14	centre								
15	Marie-Marvingt								
16	et								
17	jusqu'	nsp							
18	au								
19	23								
20	juin	nsp							
21	,								
22	une								
23	exposition								
24	réalisée								
25	par								
26	le								
27	CNRS								
28	intitulée								
29	#								
30	Images								
31	du								
32	ciel								
33	#	nsp							
34	.								
									
1	Vingt-six								
2	tableaux								
3	pour								
4	expliquer								
5	ce								
6	qu'	nsp							
7	est								
8	une								
9	éclipse								
10	de								
11	soleil								
12	avec								
13	une								
14	quinzaine								
15	de								
16	définitions								
17	des								
18	mots-clefs								
19	tels								
20	:								
21	amas								
22	globulaire	nsp							
23	,								
24	amas								
25	ouvert	nsp							
26	,								
27	comètes	nsp							
28	,								
29	constellations	nsp							
30	,								
31	galaxie	nsp							
32	,								
33	mama								
34	(								
35	machine								
36	automatique								
37	à								
38	mesurer								
39	l'	nsp							
40	astronomie								
41	)	nsp							
42	.								
									
1	à								
2	travers								
3	cette								
4	balade								
5	interplanétaire	nsp							
6	,								
7	le								
8	visiteur								
9	enrichit								
10	ses								
11	connaissances								
12	et								
13	apprend								
14	que								
15	le								
16	premier								
17	astronome								
18	français								
19	répondait								
20	au								
21	nom								
22	de								
23	Messier								
24	surnommé								
25	#								
26	Le								
27	furet								
28	des								
29	comètes								
30	#								
31	par								
32	Louis								
33	XV	nsp							
34	.								
									
1	Le								
2	vendredi								
3	25								
4	juin	nsp							
5	,								
6	au								
7	ciné								
8	3000								
9	à								
10	20								
11	h								
12	30	nsp							
13	,								
14	une								
15	soirée								
16	thématique								
17	sera								
18	organisée								
19	avec								
20	projections								
21	de								
22	films								
23	et								
24	diaporamas								
25	pour								
26	découvrir								
27	ce								
28	moment								
29	unique								
30	où								
31	la								
32	lune								
33	se								
34	place								
35	dans								
36	la								
37	trajectoire								
38	du								
39	soleil	nsp							
40	.								
									
1	Pour								
2	animer								
3	cette								
4	soirée	nsp							
5	,								
6	François								
7	Puel	nsp							
8	,								
9	chercheur								
10	du								
11	laboratoire								
12	d'	nsp							
13	astrophysique								
14	de								
15	Besançon	nsp							
16	.								
									
1	Les								
2	participants								
3	à								
4	cette								
5	manifestation								
6	se								
7	verront								
8	offrir								
9	des								
10	lunettes								
11	de								
12	protection	nsp							
13	.								
									
1	Et								
2	la								
3	société								
4	Lorraine								
5	d'	nsp							
6	astronomie								
7	et								
8	le								
9	centre								
10	national								
11	de								
12	recherche								
13	scientifique								
14	donneront			1	LVC/_				
15	au								
16	public								
17	des								
18	conseils			1					
19	de								
20	prévention	nsp							
21	.								
									
1	Cette								
2	soirée								
3	sera								
4	agrémentée								
5	d'	nsp							
6	une								
7	exposition								
8	concernant								
9	la								
10	genèse								
11	du								
12	système								
13	solaire	nsp							
14	.								
									
1	Puis	nsp							
2	,								
3	le								
4	jour								
5	J	nsp							
6	,								
7	dans								
8	le								
9	cadre								
10	de								
11	l'	nsp							
12	opération								
13	#								
14	ville	nsp							
15	,								
16	vie	nsp							
17	,								
18	vacances								
19	#	nsp							
20	,								
21	les								
22	jeunes								
23	Maxévillois								
24	accompagnés								
25	des								
26	animateurs								
27	se			1	OTH				
28	rendront			1					
29	à			1		SEL			
30	Mont-Saint-Martin								
31	près								
32	de								
33	Metz								
34	où								
35	ils								
36	seront								
37	dans								
38	l'	nsp							
39	obscurité								
40	totale								
41	durant								
42	2								
43	mn								
44	30	nsp							
45	.								
									
1	Les								
2	jeunes								
3	intéressés								
4	peuvent								
5	s'	nsp							
6	inscrire								
7	dès								
8	maintenant	nsp							
9	.								
									
1	Le								
2	Petit								
3	Prince								
4	au								
5	programme								
6	des								
7	élèves								
8	de								
9	Jules-Romains								
									
1	Une								
2	représentation								
3	théâtrale								
4	remarquable	nsp							
5	.								
									
1	Le								
2	Petit								
3	Prince								
4	de								
5	Saint								
6	Exupéry								
7	est								
8	entré								
9	à								
10	l'	nsp							
11	école								
12	primaire								
13	Jules-Romains								
14	dans								
15	le								
16	cadre								
17	d'	nsp							
18	un								
19	projet								
20	école								
21	et								
22	des								
23	CATE	nsp							
24	,								
25	en								
26	novembre								
27	dernier	nsp							
28	.								
									
1	à								
2	travers								
3	cette								
4	oeuvre	nsp							
5	,								
6	les								
7	élèves								
8	de								
9	CM2								
10	de								
11	la								
12	classe								
13	de								
14	Mme								
15	Galotte								
16	ont								
17	abordé								
18	la								
19	compréhension								
20	du								
21	texte	nsp							
22	.								
									
1	Et								
2	par								
3	le								
4	biais								
5	de								
6	l'	nsp							
7	activité								
8	théâtre	nsp							
9	,								
10	ils								
11	se								
12	sont								
13	intéressés								
14	à								
15	l'	nsp							
16	expression								
17	orale								
18	et								
19	à								
20	la								
21	mise			1	ID				
22	en			1					
23	scène			1					
24	avec								
25	un								
26	intervenant	nsp							
27	,								
28	Julien								
29	Georges	nsp							
30	,								
31	maître								
32	de								
33	théâtre	nsp							
34	.								
									
1	Dans								
2	un								
3	premier								
4	temps	nsp							
5	,								
6	ils								
7	ont								
8	étudié								
9	les								
10	dialogues								
11	du								
12	livre								
13	et								
14	en								
15	ont								
16	extrait								
17	quelques-uns								
18	pour								
19	mieux								
20	les								
21	mettre			1	ID				
22	en			1					
23	scène	nsp		1					
24	.								
									
1	Comme								
2	de								
3	vrais								
4	acteurs	nsp							
5	,								
6	ils								
7	ont								
8	appris								
9	à								
10	parler								
11	fort	nsp							
12	,								
13	à								
14	bien								
15	articuler	nsp							
16	,								
17	à								
18	ne								
19	pas								
20	tourner								
21	le								
22	dos								
23	au								
24	public	nsp							
25	,								
26	à								
27	s'	nsp							
28	amuser								
29	avec								
30	leur								
31	rôle	nsp							
32	.								
									
1	Quelques								
2	mois								
3	auront								
4	été								
5	nécessaires								
6	pour								
7	mettre			1	ID				
8	en			1					
9	scène			1					
10	le								
11	Petit								
12	Prince	nsp							
13	.								
									
1	Pièce								
2	théâtrale								
3	présentée								
4	dans								
5	le								
6	spacieux								
7	hall								
8	de								
9	l'	nsp							
10	école	nsp							
11	,								
12	aux								
13	copains	nsp							
14	,								
15	parents	nsp							
16	,								
17	grands-parents	nsp							
18	.								
									
1	Les								
2	Petits								
3	Princes	nsp							
4	,								
5	au								
6	nombre								
7	de								
8	cinq	nsp							
9	,								
10	le								
11	roi								
12	Pierre								
13	...								
14	ont								
15	réveillé								
16	chez								
17	le								
18	public								
19	des								
20	souvenirs								
21	d'	nsp							
22	enfance	nsp							
23	,								
24	le								
25	temps								
26	d'	nsp							
27	une								
28	représentation	nsp							
29	.								
									
1	C'	nsp							
2	est								
3	dans								
4	une								
5	aisance								
6	toute								
7	naturelle								
8	que								
9	les								
10	élèves								
11	apprentis-acteurs								
12	ont								
13	joué	nsp							
14	.								
									
1	Leur								
2	plus								
3	belle								
4	récompense								
5	fut								
6	sans								
7	aucun								
8	doute								
9	les								
10	applaudissements								
11	nourris								
12	du								
13	public	nsp							
14	.								
									
1	Au								
2	mois								
3	de								
4	mars								
5	dernier	nsp							
6	,								
7	les								
8	enfants								
9	de								
10	CE2								
11	de								
12	Mme								
13	Philippe								
14	avaient								
15	montré								
16	leur								
17	travail								
18	réalisé								
19	d'	nsp							
20	après								
21	#								
22	Les								
23	contes								
24	du								
25	chat								
26	perché								
27	#								
28	de								
29	Marcel								
30	Aimé	nsp							
31	.								
									
1	Julien								
2	Georges								
3	souligne								
4	:								
5	#								
6	Le								
7	théâtre								
8	doit								
9	être								
10	léger	nsp							
11	,								
12	populaire	nsp							
13	.								
									
1	Faire								
2	s'	nsp							
3	exprimer								
4	les								
5	enfants								
6	à								
7	travers								
8	cette								
9	activité	nsp							
10	,								
11	c'	nsp							
12	est								
13	important	nsp							
14	.								
									
1	J'	nsp							
2	espère								
3	qu'	nsp							
4	un								
5	jour	nsp							
6	,								
7	le								
8	théâtre								
9	remplacera								
10	la								
11	télévision	nsp							
12	.								
13	#								
									
1	Une								
2	pluie								
3	d'	nsp							
4	étoiles								
									
1	Non	nsp							
2	!								
									
1	Il								
2	ne								
3	s'	nsp		1	OTH				
4	agit			1					
5	pas								
6	d'	nsp							
7	un								
8	phénomène								
9	météorologique								
10	accompagnant								
11	le								
12	solstice								
13	d'	nsp							
14	été	nsp							
15	.								
									
1	Plus								
2	simplement	nsp							
3	,								
4	les								
5	hasards								
6	du								
7	calendrier								
8	du								
9	Comité								
10	départemental								
11	d'	nsp							
12	action								
13	touristique								
14	a								
15	fait								
16	coïncider								
17	la								
18	promotion								
19	de								
20	l'	nsp							
21	Office								
22	de								
23	tourisme								
24	avec								
25	le								
26	nouveau								
27	classement								
28	de								
29	l'	nsp							
30	hôtel-restaurant								
31	Le								
32	Relais								
33	à								
34	Arc-et-Senans	nsp							
35	.								
									
1	Le								
2	double								
3	événement								
4	était								
5	fêté								
6	comme								
7	il								
8	se			1	OTH				
9	doit			1					
10	et								
11	conjointement								
12	par								
13	les								
14	deux								
15	établissements	nsp							
16	,								
17	mercredi								
18	23								
19	juin	nsp							
20	,								
21	à								
22	l'	nsp							
23	occasion								
24	de								
25	l'	nsp							
26	assemblée								
27	générale								
28	décentralisée								
29	des								
30	Offices								
31	de								
32	tourisme								
33	et								
34	Syndicats								
35	d'	nsp							
36	initiative								
37	du								
38	Doubs								
39	qui								
40	se			2	OTH				
41	tenait			2					
42	le								
43	même								
44	jour	nsp							
45	,								
46	sous								
47	la								
48	présidence								
49	d'	nsp							
50	Edmond								
51	Maire	nsp							
52	,								
53	à								
54	la								
55	Saline								
56	Royale	nsp							
57	.								
									
1	Deux								
2	étoiles								
3	pour								
4	l'	nsp							
5	hôtel								
6	Le								
7	Relais	nsp							
8	,								
9	situé								
10	sur								
11	la								
12	place								
13	de								
14	l'	nsp							
15	Eglise	nsp							
16	;								
									
1	une								
2	étoile								
3	pour								
4	le								
5	restaurant								
6	du								
7	même								
8	nom	nsp							
9	,								
10	bien								
11	connu								
12	des								
13	habitants								
14	et								
15	des								
16	touristes	nsp							
17	.								
									
1	Une								
2	juste								
3	récompense								
4	pour								
5	les								
6	efforts								
7	de								
8	qualité								
9	entrepris								
10	par								
11	Jeanine								
12	et								
13	Willy								
14	Schaer	nsp							
15	,								
16	jeune								
17	couple								
18	d'	nsp							
19	hôteliers								
20	originaires								
21	de								
22	Haute-Saône								
23	et								
24	installés								
25	à								
26	Arc-et-Senans								
27	depuis								
28	maintenant								
29	treize								
30	ans	nsp							
31	.								
									
1	Deux								
2	étoiles								
3	aussi	nsp							
4	,								
5	c'	nsp							
6	est								
7	le								
8	nouveau								
9	classement								
10	de								
11	l'	nsp							
12	Office								
13	de								
14	tourisme								
15	d'	nsp							
16	Arc-et-Senans								
17	qui								
18	prend								
19	ainsi								
20	sa								
21	place								
22	dans								
23	la								
24	cour								
25	des								
26	grands	nsp							
27	,								
28	juste								
29	derrière								
30	les								
31	offices								
32	de								
33	Besançon								
34	et								
35	Montbéliard	nsp							
36	.								
									
1	Sur								
2	des								
3	critères								
4	très								
5	stricts								
6	de								
7	compétence								
8	et								
9	d'	nsp							
10	accueil	nsp							
11	,								
12	c'	nsp							
13	est								
14	le								
15	premier								
16	établissement								
17	en								
18	France								
19	qui								
20	reçoit								
21	cette								
22	promotion								
23	selon								
24	la								
25	toute								
26	nouvelle								
27	loi								
28	du								
29	16								
30	décembre								
31	1998								
32	sur								
33	les								
34	Offices								
35	de								
36	tourisme	nsp							
37	.								
									
1	Suzanne								
2	Sequin								
3	n'	nsp							
4	est								
5	plus	nsp							
6	.								
									
1	Atteinte								
2	depuis								
3	peu								
4	d'	nsp							
5	une								
6	grave								
7	maladie	nsp							
8	,								
9	Suzanne								
10	Sequin								
11	s'	nsp		1	OTH				
12	est								
13	éteinte			1					
14	samedi								
15	au								
16	centre								
17	hospitalier								
18	de								
19	Bar-le-Duc	nsp							
20	,								
21	où								
22	elle								
23	avait								
24	été								
25	admise								
26	il								
27	y								
28	a								
29	un								
30	mois	nsp							
31	.								
									
1	Elle								
2	allait								
3	avoir								
4	aujourd'	nsp							
5	hui								
6	79								
7	ans	nsp							
8	.								
									
1	Suzanne								
2	Collin								
3	était								
4	née								
5	à								
6	Brauvilliers								
7	dans								
8	la								
9	Meuse	nsp							
10	,								
11	le								
12	21								
13	janvier								
14	1924	nsp							
15	,								
16	issue								
17	d'	nsp							
18	une								
19	famille								
20	de								
21	cinq								
22	enfants	nsp							
23	.								
									
1	Dès								
2	sa								
3	sortie								
4	de								
5	l'	nsp							
6	école								
7	primaire	nsp							
8	,								
9	elle								
10	montait								
11	à								
12	Metz								
13	et								
14	entrait								
15	en								
16	apprentissage								
17	dans								
18	une								
19	école								
20	de								
21	couture	nsp							
22	,								
23	puis								
24	revint								
25	en								
26	Meuse								
27	après								
28	la								
29	Seconde								
30	Guerre								
31	mondiale	nsp							
32	.								
									
1	Elle								
2	fit			1	ID				
3	alors								
4	la			1					
5	connaissance			1					
6	de			1		SEL			
7	son								
8	futur								
9	mari	nsp							
10	,								
11	plombier-zingueur								
12	à								
13	Bar-le-Duc	nsp							
14	.								
									
1	Elle								
2	travailla								
3	quelque								
4	temps								
5	dans								
6	une								
7	droguerie								
8	barisienne	nsp							
9	,								
10	puis								
11	épousa								
12	Gaston								
13	Sequin								
14	le								
15	15								
16	juin								
17	1946								
									
1	Elle								
2	lui								
3	donna								
4	sept								
5	enfants								
6	avant								
7	que								
8	le								
9	cercle								
10	familial								
11	ne								
12	s'	nsp							
13	agrandisse								
14	de								
15	quinze								
16	petits-enfants								
17	et								
18	de								
19	quatorze								
20	arrière-	nsp							
21	petits-enfants	nsp							
22	.								
									
1	Elle								
2	fut								
3	très								
4	affectée								
5	par								
6	le								
7	décès								
8	de								
9	son								
10	mari								
11	en								
12	avril								
13	1993	nsp							
14	,								
15	une								
16	disparition								
17	qu'	nsp							
18	elle								
19	surmonta								
20	avec								
21	beaucoup								
22	de								
23	courage	nsp							
24	.								
									
1	Depuis	nsp							
2	,								
3	elle								
4	vivait								
5	seule								
6	dans								
7	son								
8	petit								
9	pavillon								
10	à								
11	Pilviteuil	nsp							
12	,								
13	entourée								
14	de								
15	toute								
16	l'	nsp							
17	affection								
18	de								
19	sa								
20	famille	nsp							
21	.								
									
1	Quand								
2	elle								
3	ne								
4	vaquait								
5	pas								
6	à								
7	ses								
8	occupations								
9	ménagères	nsp							
10	,								
11	elle								
12	utilisait								
13	les								
14	transports								
15	en								
16	commun								
17	et								
18	descendait								
19	seule								
20	faire			1	LVC				
21	ses								
22	courses			1					
23	en								
24	centre								
25	ville	nsp							
26	,								
27	et								
28	prenait			2	LVC				
29	alors								
30	plaisir			2					
31	à			2		SEL			
32	faire								
33	un								
34	brin								
35	de								
36	causette								
37	avec								
38	ses								
39	copines								
40	de								
41	rencontre	nsp							
42	.								
									
1	Sinon	nsp							
2	,								
3	on								
4	pouvait								
5	la								
6	rencontrer								
7	bien								
8	souvent								
9	en								
10	forêt	nsp							
11	,								
12	accompagnée								
13	de								
14	ses								
15	enfants	nsp							
16	,								
17	à								
18	la								
19	recherche								
20	des								
21	champignons								
22	ou								
23	au								
24	ramassage								
25	d'	nsp							
26	escargots								
27	qu'	nsp							
28	elle								
29	préparait								
30	elle-même	nsp							
31	,								
32	pour								
33	des								
34	repas								
35	de								
36	famille	nsp							
37	.								
									
1	à								
2	la								
3	maison	nsp							
4	,								
5	ses								
6	seuls								
7	plaisirs								
8	étaient								
9	de								
10	regarder								
11	les								
12	émissions								
13	de								
14	jeux								
15	à								
16	la								
17	télévision								
18	et								
19	de								
20	faire								
21	les								
22	mots								
23	mêlés	nsp							
24	,								
25	un								
26	exercice								
27	de								
28	mémoire								
29	qu'	nsp							
30	elle								
31	affectionnait	nsp							
32	.								
									
1	Ses								
2	obsèques								
3	seront								
4	célébrées	nsp							
5	,								
6	ce								
7	matin	nsp							
8	,								
9	à								
10	10								
11	h								
12	30	nsp							
13	,								
14	en								
15	l'	nsp							
16	église								
17	Saint-Etienne								
18	de								
19	Bar-le-Duc	nsp							
20	.								
									
1	Nos								
2	condoléances	nsp							
3	.								
									
1	La								
2	batterie								
3	sans								
4	harmonie								
									
1	La								
2	musique								
3	n'	nsp							
4	adoucit								
5	pas								
6	toujours								
7	les								
8	moeurs	nsp							
9	.								
									
1	Exemple								
2	à								
3	l'	nsp							
4	Harmonie								
5	municipale								
6	de								
7	Montbéliard	nsp							
8	,								
9	qui								
10	a								
11	vu								
12	soudainement								
13	ses								
14	rangs								
15	s'	nsp							
16	éclaircir	nsp							
17	.								
									
1	Plus								
2	précisément	nsp							
3	,								
4	c'	nsp							
5	est								
6	la								
7	batterie								
8	-								
9	une								
