Rank	Token	No space  (nsp)	MTW  identifiers	First			Second		
25	Ccocco	nsp							
26	)	nsp							
27	.								
									
1	Cinco								
2	linhas								
3	paralelas	nsp							
4	,								
5	de								
6	mais								
7	de								
8	400								
9	km								
10	cada	nsp							
11	,								
12	foram								
13	descobertas								
14	por								
15	cientistas								
16	australianos								
17	no								
18	sul								
19	do								
20	país	nsp							
21	.								
									
1	Elas								
2	estão								
3	separadas								
4	por								
5	espaços								
6	de								
7	80								
8	km								
9	a								
10	100								
11	km	nsp							
12	.								
									
1	As								
2	linhas	nsp							
3	,								
4	invisíveis								
5	da								
6	superfície	nsp							
7	,								
8	foram								
9	detectadas								
10	através								
11	de								
12	dados								
13	de								
14	satélites	nsp							
15	.								
									
1	Pesquisadores								
2	acham								
3	que								
4	as								
5	linhas								
6	podem								
7	ser								
8	falhas								
9	geológicas	nsp							
10	.								
									
1	O								
2	derramamento								
3	de								
4	óleo								
5	do								
6	petroleiro								
7	Exxon								
8	Váldez	nsp							
9	,								
10	em								
11	março								
12	de								
13	1989	nsp							
14	,								
15	causou								
16	estragos								
17	no								
18	valor								
19	de								
20	US$								
21	286	nsp							
22	,	nsp							
23	8								
24	milhões	nsp							
25	,								
26	segundo								
27	um								
28	júri								
29	em								
30	Anchorage								
31	(	nsp							
32	Alaska	nsp							
33	)	nsp							
34	.								
									
1	A								
2	ação			1	LVC				
3	está								
4	sendo								
5	movida			1					
6	por								
7	pescadores	nsp							
8	,								
9	lojistas	nsp							
10	,								
11	propietários								
12	de								
13	terra								
14	e								
15	nativos	nsp							
16	.								
									
1	O								
2	valor								
3	é								
4	mais								
5	que								
6	o								
7	dobro								
8	do								
9	estimado								
10	pela								
11	Exxon	nsp							
12	,								
13	mas								
14	menor								
15	que								
16	o								
17	original								
18	pedido	nsp							
19	,								
20	de								
21	US$								
22	895								
23	milhões	nsp							
24	.								
									
1	Bombeiros								
2	e								
3	pessoal								
4	de								
5	resgate								
6	foram								
7	colocados								
8	em								
9	alerta								
10	máximo								
11	em								
12	Argel								
13	no								
14	final								
15	da								
16	tarde								
17	de								
18	ontem	nsp							
19	,								
20	segundo								
21	a								
22	rádio								
23	estatal	nsp							
24	.								
									
1	Veículos								
2	de								
3	resgate								
4	estavam								
5	a								
6	apenas								
7	500								
8	metros								
9	do								
10	Airbus								
11	300	nsp							
12	.								
									
1	Optar								
2	entre								
3	um								
4	aparelho								
5	conjugado								
6	e								
7	outro								
8	simples								
9	é								
10	outro								
11	ponto								
12	que								
13	merece								
14	atenção	nsp							
15	.								
									
1	Para								
2	fazer								
3	uma								
4	boa								
5	compra	nsp							
6	,								
7	a								
8	técnica								
9	do								
10	Procon								
11	recomenda								
12	ao								
13	consumidor								
14	que								
15	verifique								
16	se								
17	já								
18	há								
19	dentro								
20	de								
21	casa								
22	os								
23	tradicionais								
24	equipamentos								
25	que								
26	desempenham								
27	as								
28	mesmas								
29	funções								
30	do								
31	conjugado	nsp							
32	,								
33	só								
34	que								
35	separadamente	nsp							
36	.								
									
1	Caso								
2	a								
3	opção								
4	seja								
5	pelo								
6	aparelho								
7	multiuso	nsp							
8	,								
9	o								
10	comprador								
11	deve								
12	checar								
13	se								
14	o								
15	produto								
16	tem								
17	assistência								
18	técnica	nsp							
19	,								
20	diz								
21	ela	nsp							
22	.								
									
1	Como								
2	a								
3	idéia								
4	de								
5	enxugar								
6	a								
7	Constituição								
8	enfrenta			1	LVC				
9	resistência			1					
10	inclusive								
11	nos			1		SEL			
12	partidos								
13	que								
14	apóiam								
15	o								
16	governo	nsp							
17	,								
18	a								
19	equipe								
20	de								
21	FHC								
22	resolveu								
23	fazer								
24	as								
25	reformas								
26	por								
27	partes	nsp							
28	.								
									
1	Primeiro								
2	aprova	nsp							
3	-	nsp							
4	se								
5	o								
6	texto								
7	enxuto								
8	e								
9	depois								
10	negocia	nsp							
11	-	nsp							
12	se								
13	a								
14	aprovação	nsp							
15	,								
16	sem								
17	prazo								
18	definido	nsp							
19	,								
20	das								
21	leis								
22	complementares								
23	e								
24	ordinárias	nsp							
25	.								
									
1	O								
2	Pentágono								
3	usa								
4	a								
5	Internet	nsp							
6	,								
7	que								
8	conecta								
9	computadores								
10	a								
11	sistemas								
12	telefônicos	nsp							
13	,								
14	para								
15	que								
16	seus								
17	funcionários								
18	troquem								
19	informações	nsp							
20	.								
									
1	Os								
2	arquivos								
3	são								
4	protegidos								
5	por								
6	senhas								
7	e								
8	códigos	nsp							
9	,								
10	que								
11	acabaram								
12	mostrando	nsp		1	OTH				
13	-	nsp	A	1					
14	se		A	1					
15	vulneráveis	nsp							
16	.								
									
1	O								
2	conselho								
3	fiscal								
4	entende								
5	que								
6	os								
7	acionistas								
8	não								
9	devem								
10	mais								
11	«	nsp							
12	suportar								
13	investir								
14	dinheiro								
15	bom								
16	em								
17	companhia								
18	sem								
19	condições								
20	de								
21	se								
22	reerguer	nsp							
23	»	nsp							
24	.								
									
1	De								
2	Mario								
3	Bernardini	nsp							
4	,								
5	da								
6	Fiesp	nsp							
7	,								
8	sobre								
9	a								
10	seleção								
11	e								
12	o								
13	real	nsp							
14	:								
15	«	nsp							
16	Tem			1	OTH/_				
17	que			1					
18	torcer								
19	muito								
20	e								
21	rezar								
22	bastante	nsp							
23	,								
24	porque								
25	milagres								
26	acontecem	nsp							
27	»	nsp							
28	.								
									
1	É								
2	o								
3	5º								
4	Encontro								
5	Nacional								
6	de								
7	Histórias								
8	em								
9	Quadrinhos	nsp							
10	.								
									
1	Haverá								
2	oficinas								
3	e								
4	um								
5	concurso	nsp							
6	.								
									
1	Outros								
2	profissionais								
3	brasileiros	nsp							
4	,								
5	que								
6	atuam								
7	nos								
8	EUA	nsp							
9	,								
10	também								
11	participam	nsp							
12	.								
									
1	Ontem								
2	pela								
3	manhã	nsp							
4	,								
5	os								
6	atletas								
7	que								
8	não								
9	atuaram								
10	contra								
11	o								
12	Vitória	nsp							
13	,								
14	participaram								
15	de								
16	um								
17	coletivo								
18	com								
19	a								
20	equipe								
21	principal	nsp							
22	.								
									
1	Os								
2	que								
3	jogaram	nsp							
4	,								
5	fariam								
6	treino								
7	de								
8	recuperação								
9	à								
10	tarde								
11	no								
12	Projeto								
13	Acqua	nsp							
14	.								
									
1	Murici								
2	reclamou								
3	da								
4	postura								
5	do								
6	time								
7	do								
8	Vitória	nsp							
9	.								
									
1	«	nsp							
2	Eles								
3	bateram								
4	muito	nsp							
5	.								
									
1	O								
2	que								
3	fizeram								
4	com								
5	o								
6	Pereira								
7	foi								
8	um								
9	absurdo	nsp							
10	»	nsp							
11	,								
12	disse	nsp							
13	.								
									
1	Pereira								
2	levou			1	LVC/_				
3	um								
4	pisão			1					
5	na			1		SEL			
6	cabeça	nsp							
7	,								
8	mesmo								
9	estando								
10	caído								
11	no								
12	chão	nsp							
13	.								
									
1	Murici								
2	espera								
3	que								
4	o								
5	Inter								
6	não								
7	tenha								
8	a								
9	mesma								
10	atitude	nsp							
11	.								
									
1	A								
2	primeira								
3	missão								
4	lunar								
5	dos								
6	EUA								
7	em								
8	21								
9	anos								
10	teve			1	LVC/_				
11	início			1					
12	ontem	nsp							
13	,								
14	quando								
15	um								
16	foguete								
17	Titã								
18	2								
19	colocou								
20	no								
21	espaço								
22	a								
23	astronave								
24	não								
25	tripulada								
26	Clementine								
27	1	nsp							
28	,								
29	que								
30	vai								
31	passar								
32	dois								
33	meses								
34	em								
35	duas								
36	órbitas								
37	da								
38	Lua								
39	para								
40	realizar								
41	completo								
42	mapeamento								
43	mineralógico								
44	e								
45	topográfico								
46	do								
47	satélite								
48	da								
49	Terra	nsp							
50	.								
									
1	O								
2	nome								
3	oficial								
4	do								
5	projeto								
6	é								
7	Depse								
8	1								
9	(	nsp							
10	Deep								
11	Space								
12	Program								
13	Science								
14	Experiment	nsp							
15	)	nsp							
16	.								
									
1	Ele								
2	é								
3	patrocinado								
4	pela								
5	Organização								
6	de								
7	Defesa								
8	de								
9	Mísseis								
10	Balísticos								
11	e								
12	pela								
13	Nasa	nsp							
14	,								
15	numa								
16	das								
17	primeiras								
18	operações								
19	espacais								
20	com								
21	fins								
22	civis								
23	e								
24	militares	nsp							
25	.								
									
1	O								
2	lançamento								
3	ocorreu								
4	ontem								
5	na								
6	base								
7	aérea								
8	de								
9	Vanderberg	nsp							
10	,								
11	na								
12	Califórnia	nsp							
13	,								
14	costa								
15	oeste								
16	do								
17	país	nsp							
18	,								
19	às								
20	8h30								
21	locais								
22	(	nsp							
23	14h30								
24	em								
25	Brasília	nsp							
26	)	nsp							
27	.								
									
1	O								
2	custo								
3	total								
4	do								
5	projeto								
6	é								
7	de								
8	U$								
9	55								
10	milhões	nsp							
11	.								
									
1	O								
2	atual								
3	perfil								
4	dos								
5	poupadores								
6	ajudará								
7	a								
8	manter								
9	o								
10	dinheiro								
11	aplicado	nsp							
12	.								
									
1	Segundo								
2	o								
3	BC	nsp							
4	,								
5	mais								
6	da								
7	metade								
8	dos								
9	recursos								
10	da								
11	caderneta								
12	são								
13	de								
14	poupadores								
15	de								
16	médio								
17	e								
18	grande								
19	porte								
20	em								
21	tese	nsp							
22	,								
23	menos								
24	sujeitos								
25	a								
26	achar								
27	que								
28	o								
29	dinheiro								
30	perdeu								
31	rendimento								
32	com								
33	a								
34	queda								
35	da								
36	inflação	nsp							
37	.								
									
1	A								
2	previsão								
3	de								
4	saques								
5	reduzidos								
6	sobre								
7	a								
8	poupança								
9	é								
10	compartilhada								
11	por								
12	especialistas	nsp							
13	.								
									
1	«	nsp							
2	Às								
3	vezes								
4	peco								
5	por								
6	falta								
7	de								
8	experiência	nsp							
9	,								
10	mas								
11	me								
12	considero								
13	um								
14	piloto								
15	rápido	nsp							
16	»	nsp							
17	,								
18	afirmou								
19	ontem								
20	o								
21	brasileiro	nsp							
22	,								
23	em								
24	entrevista								
25	à								
26	Folha								
27	por								
28	telefone	nsp							
29	,								
30	da								
31	Itália	nsp							
32	.								
									
1	Diniz								
2	começou								
3	sua								
4	carreira								
5	automobilística								
6	em								
7	1989	nsp							
8	,								
9	no								
10	Brasileiro								
11	de								
12	Fórmula								
13	Ford	nsp							
14	,								
15	campeonato								
16	em								
17	que								
18	obteve								
19	a								
20	sexta								
21	posição								
22	na								
23	classificação								
24	final	nsp							
25	.								
									
1	A								
2	Polícia								
3	Civil								
4	de								
5	Ourinhos								
6	(	nsp							
7	371								
8	km								
9	a								
10	oeste								
11	de								
12	São								
13	Paulo	nsp							
14	)								
15	prendeu								
16	ontem								
17	à								
18	tarde								
19	o								
20	ex	nsp							
21	-	nsp							
22	líder								
23	religioso								
24	Jonas								
25	Rúbio	nsp							
26	,								
27	45	nsp							
28	,								
29	acusado								
30	de								
31	matar								
32	na								
33	quarta	nsp							
34	-	nsp							
35	feira								
36	a								
37	estudante								
38	Claudirene								
39	Contijo	nsp							
40	,								
41	13	nsp							
42	,								
43	com								
44	um								
45	tiro								
46	de								
47	espingarda	nsp							
48	.								
									
1	O								
2	delegado								
3	Celso								
4	Antonio								
5	Borlina	nsp							
6	,								
7	38	nsp							
8	,								
9	disse								
10	que								
11	Rúbio								
12	confessou								
13	o								
14	crime	nsp							
15	.								
									
1	Rúbio								
2	era								
3	acusado								
4	por								
5	Claudirene								
6	de								
7	tê	nsp							
8	-	nsp							
9	la								
10	estuprado								
11	no								
12	ano								
13	passado	nsp							
14	,								
15	época								
16	em								
17	que								
18	era								
19	o								
20	líder								
21	da								
22	Assembléia								
23	de								
24	Deus								
25	na								
26	usina								
27	São								
28	Luiz	nsp							
29	,								
30	onde								
31	a								
32	estudante								
33	morava	nsp							
34	.								
									
1	«	nsp							
2	A								
3	mãe								
4	da								
5	estudante								
6	prestou			1	LVC				
7	queixa			1					
8	do			1		SEL			
9	estupro								
10	e	nsp							
11	,								
12	depois	nsp							
13	,								
14	das								
15	ameaças								
16	de								
17	morte								
18	que								
19	Rúbio								
20	teria								
21	feito								
22	a								
23	Claudirene	nsp							
24	»	nsp							
25	,								
26	disse								
27	Borlina	nsp							
28	.								
									
1	Zanini								
2	diz								
3	que								
4	está								
5	preparando								
6	a								
7	fundação								
8	de								
9	um								
10	novo								
11	partido	nsp							
12	,								
13	que								
14	trará								
15	explícito								
16	em								
17	seu								
18	programa								
19	a								
20	ressalva								
21	de								
22	que								
23	é								
24	contra								
25	o								
26	racismo	nsp							
27	.								
									
1	«	nsp							
2	Será								
3	um								
4	movimento								
5	nacionalista								
6	independente	nsp							
7	.								
									
1	O								
2	novo								
3	manifesto								
4	do								
5	movimento								
6	não								
7	ficará								
8	pronto								
9	antes								
10	das								
11	eleições	nsp							
12	.								
									
1	Sendo								
2	assim	nsp							
3	,								
4	não								
5	podemos								
6	dar			1	LVC				
7	nosso								
8	apoio			1					
9	aberto	nsp							
10	»	nsp							
11	,								
12	explicou	nsp							
13	.								
									
1	Ele								
2	afirma								
3	ter								
4	negros								
5	e								
6	judeus								
7	entre								
8	seus								
9	correligionários	nsp							
10	.								
									
1	Segundo								
2	a								
3	empresa	nsp							
4	,								
5	será								
6	o								
7	primeiro								
8	alimento								
9	produzido								
10	totalmente								
11	através								
12	de								
13	técnicas								
14	de								
15	engenharia								
16	genética								
17	a								
18	ser								
19	vendido	nsp							
20	.								
									
1	O								
2	tomate								
3	foi								
4	projetado								
5	para								
6	manter								
7	o								
8	sabor								
9	que								
10	tem								
11	depois								
12	de								
13	colhido								
14	durante								
15	tempo								
16	prolongado								
17	na								
18	prateleira								
19	dos								
20	supermercados	nsp							
21	.								
									
1	Países								
2	produtores								
3	e								
4	consumidores								
5	de								
6	café								
7	entraram								
8	em								
9	um								
10	tipo								
11	de								
12	pré	nsp							
13	-	nsp							
14	pacto								
15	internacional								
16	que								
17	não								
18	intervenha								
19	nos								
20	preços								
21	do								
22	produto	nsp							
23	,								
24	afirmou								
25	o								
26	porta	nsp							
27	-	nsp							
28	voz								
29	da								
30	Organização								
31	Internacional								
32	do								
33	Café								
34	(	nsp							
35	OIC	nsp							
36	)	nsp							
37	.								
									
1	«	nsp							
2	Temos								
3	as								
4	bases								
5	para								
6	um								
7	novo								
8	acordo	nsp							
9	.								
									
1	Pode	nsp							
2	-	nsp							
3	se								
4	agora								
5	recomendar								
6	um								
7	texto								
8	definitivo								
9	para								
10	o								
11	conselho								
12	da								
13	organização	nsp							
14	»	nsp							
15	,								
16	disse								
17	o								
18	porta	nsp							
19	-	nsp							
20	voz	nsp							
21	.								
									
1	Os								
2	países								
3	integrantes								
4	do								
5	instituto								
6	enviam								
7	o								
8	texto								
9	com								
10	o								
11	novo								
12	acordo								
13	para								
14	seus								
15	governos								
16	antes								
17	da								
18	aprovação								
19	final	nsp							
20	,								
21	que								
22	deve								
23	ocorrer								
24	na								
25	semana								
26	que								
27	vem	nsp							
28	.								
									
1	Passarinho								
2	já								
3	descarta								
4	claramente								
5	a								
6	candidatura								
7	ao								
8	Planalto	nsp							
9	.								
									
1	«	nsp							
2	Meu								
3	compromisso								
4	com								
5	o								
6	Pará								
7	é								
8	inarredável	nsp							
9	»	nsp							
10	,								
11	afirmou								
12	ontem								
13	depois								
14	de								
15	conversar								
16	com								
17	Amin	nsp							
18	.								
									
1	O								
2	senador								
3	catarinense								
4	ainda								
5	hesita	nsp							
6	.								
									
1	Mas								
2	faz			1	ID				
3	questão			1					
4	de			1		SEL			
5	lembrar								
6	que	nsp							
7	,								
8	aos								
9	46								
10	anos	nsp							
11	,								
12	ainda								
13	terá								
14	várias								
15	outras								
16	oportunidades								
17	para								
18	disputar								
19	a								
20	presidência	nsp							
21	.								
									
1	A								
2	maior								
3	facilidade								
4	criada								
5	é								
6	a								
7	supressão								
8	das								
9	barreiras								
10	alfandegárias								
11	para								
12	a								
13	importação								
14	de								
15	produtos								
16	de								
17	um								
18	país								
19	pelo								
20	outro	nsp							
21	.								
									
1	Isso								
2	vai								
3	facilitar								
4	as								
5	atividades								
6	de								
7	franqueadores								
8	que								
9	precisam								
10	importar								
11	produtos								
12	para								
13	distribuí	nsp							
14	-	nsp							
15	los								
16	a								
17	seus								
18	franqueados								
19	que								
20	operam								
21	em								
22	outro								
23	deles	nsp							
24	.								
									
1	Por								
2	exemplo	nsp							
3	:								
4	o								
5	master	nsp							
6	-	nsp							
7	franqueado								
8	da								
9	Arby	nsp							
10	'	nsp							
11	s								
12	no								
13	México								
14	enfrentará			1	LVC				
15	menos								
16	problemas			1					
17	e								
18	menos								
19	burocracia								
20	para			1		SEL			
21	importar								
22	o								
23	rosbife								
24	(	nsp							
25	que	nsp							
26	,								
27	ao								
28	contrário								
29	do								
30	que								
31	ocorre								
32	com								
33	a								
34	Arby	nsp							
35	'	nsp							
36	s								
37	Brasil	nsp							
38	,								
39	vem								
40	dos								
41	EUA	nsp							
42	)								
43	e								
44	as								
45	batatinhas								
46	(	nsp							
47	canadenses	nsp							
48	)								
49	que								
50	serve								
51	em								
52	seus								
53	restaurantes								
54	próprios								
55	e								
56	franqueados	nsp							
57	.								
									
1	O								
2	maior								
3	impacto								
4	do								
5	Nafta								
6	a								
7	curto								
8	prazo								
9	será								
10	sobre								
11	as								
12	franquias								
13	do								
14	setor								
15	automotivo	nsp							
16	.								
									
1	Pelo								
2	acordo	nsp							
3	,								
4	são								
5	reduzidas								
6	de								
7	imediato								
8	todas								
9	as								
10	barreiras								
11	tributárias								
12	e								
13	alfandegárias								
14	relacionadas								
15	à								
16	importação								
17	por								
18	qualquer								
19	país								
20	do								
21	acordo	nsp							
22	,								
23	de								
24	veículos								
25	automotores	nsp							
26	,								
27	autopeças								
28	e								
29	acessórios								
30	fabricados								
31	nos								
32	demais								
33	países								
34	membros	nsp							
35	.								
									
1	Roberto								
2	Capuano	nsp							
3	,								
4	presidente								
5	do								
6	Creci	nsp							
7	-	nsp							
8	SP								
9	(	nsp							
10	Conselho								
11	Regional								
12	de								
13	Corretores								
14	de								
15	Imóveis	nsp							
16	)	nsp							
17	,								
18	diz								
19	que								
20	o								
21	mercado								
22	de								
23	usados								
24	sofre								
25	com								
26	a								
27	carência								
28	de								
29	financiamentos								
30	desde								
31	70	nsp							
32	.								
									
1	«	nsp							
2	Em								
3	79								
4	houve								
5	uma								
6	leve								
7	reabertura								
8	de								
9	crédito	nsp							
10	,								
11	mas								
12	nada								
13	significativo	nsp							
14	»	nsp							
15	,								
16	afirma	nsp							
17	.								
									
1	Segundo								
2	ele	nsp							
3	,								
4	hoje								
5	as								
6	concessões								
7	de								
8	financiamento								
9	bancário								
10	são								
11	restritas								
12	e								
13	elitistas	nsp							
14	.								
									
1	A								
2	Benetton								
3	volta								
4	a								
5	provocar								
6	polêmica								
7	com								
8	um								
9	cartaz								
10	da								
11	série								
12	«	nsp							
13	United								
14	Collors	nsp							
15	»	nsp							
16	.								
									
1	Desta								
2	vez	nsp							
3	,								
4	com								
5	uma								
6	camiseta								
7	branca								
8	furada								
9	a								
10	bala								
11	e								
12	empapada								
13	de								
14	sangue								
15	acima								
16	de								
17	calças								
18	militares	nsp							
19	.								
									
1	A								
2	empresa								
3	informou								
4	que								
5	a								
6	roupa								
7	era								
8	de								
9	Marinko								
10	Gagro	nsp							
11	,								
12	soldado								
13	croata	nsp							
14	-	nsp							
15	bósnio								
16	morto								
17	em								
18	julho								
19	do								
20	ano								
21	passado	nsp							
22	.								
									
1	«	nsp							
2	L	nsp							
3	'	nsp							
4	Osservatore								
5	Romano	nsp							
6	»	nsp							
7	,								
8	o								
9	jornal								
10	do								
11	Vaticano	nsp							
12	,								
13	qualificou								
14	a								
15	campanha								
16	de								
17	US$								
18	15								
19	milhões								
20	como								
21	«	nsp							
22	terrorismo								
23	de								
24	imagem	nsp							
25	»	nsp							
26	.								
									
1	Os								
2	franceses								
3	«	nsp							
4	Le								
5	Monde	nsp							
6	»								
7	e								
8	«	nsp							
9	Le								
10	Figaro	nsp							
11	»								
12	e								
13	o								
14	alemão								
15	«	nsp							
16	Frankfurter								
17	Allgemeine	nsp							
18	»								
19	recusaram								
20	o								
21	anúncio	nsp							
22	.								
									
1	Ilmar								
2	Galvão								
3	e								
4	Moreira								
5	Alves								
6	votaram								
7	pela								
8	concessão								
9	do								
10	mandado								
11	de								
12	segurança	nsp							
13	.								
									
1	Eles								
2	sustentaram								
3	que								
4	a								
5	renúncia								
6	interrompeu								
7	o								
8	processo								
9	de								
10	impeachment	nsp							
11	.								
									
1	Moreira								
2	Alves								
3	também								
4	votou								
5	a								
6	favor								
7	de								
8	Collor								
9	em								
10	outros								
11	dois								
12	mandados								
13	de								
14	segurança	nsp							
15	,								
16	mas								
17	foi								
18	vencido								
19	nos								
20	dois								
21	julgamentos	nsp							
22	.								
									
1	Aquele								
2	pensamento								
3	provocou	nsp							
4	-	nsp							
5	me								
6	um								
7	arrepio								
8	estranho								
9	e								
10	delicioso	nsp							
11	.								
									
1	Não								
2	falei								
3	nada	nsp							
4	,								
5	mas								
6	visualizei								
7	a								
8	Sra	nsp							
9	.								
10	Oke	nsp							
11	,								
12	sentada								
13	no								
14	salão								
15	amarelo	nsp							
16	,								
17	o								
18	mesmo								
19	salão								
20	onde								
21	nenhum								
22	Oke								
23	de								
24	Okehurst								
25	exceto								
26	ela								
27	ousava								
28	permanecer								
29	sozinho	nsp							
30	,								
31	envergando								
32	o								
33	vestido								
34	de								
35	sua								
36	antepassada								
37	e								
38	confrontando	nsp							
39	-	nsp							
40	se								
41	,								
42	por								
43	assim								
44	dizer	nsp							
45	,								
46	com								
47	aquela								
48	coisa								
49	vaga	nsp							
50	,								
51	plangente	nsp							
52	,								
53	que								
54	parecia								
55	permear								
56	o								
57	aposento	nsp							
58	.	nsp							
59	.	nsp							
60	.								
61	aquela								
62	vaga								
63	presença								
64	-	nsp							
65	-								
66	assim								
67	me								
68	parecia								
69	do								
70	galante								
71	poeta								
72	assassinado	nsp							
73	.								
									
1	O								
2	filme								
3	«	nsp							
4	Barfly	nsp							
5	»								
6	(	nsp							
7	traduzido								
8	no								
9	Brasil								
10	como								
11	«	nsp							
12	Condenados								
13	pelo								
14	Vício	nsp							
15	»	nsp							
16	)								
17	foi								
18	inspirado								
19	na								
20	vida								
21	de								
22	Bukowski	nsp							
23	.								
									
1	O								
2	escritor	nsp							
3	,								
4	identificado								
5	com								
6	a								
7	cultura								
8	beatnik	nsp							
9	,								
10	admitia								
11	somente								
12	ter								
13	sido								
14	inspirado								
15	por								
16	um								
17	outro								
18	autor								
19	da								
20	Califórnia	nsp							
21	,								
22	John								
23	Fante								
24	(	nsp							
25	«	nsp							
26	Pergunte								
27	ao								
28	Pó	nsp							
29	»	nsp							
30	,								
31	entre								
32	outros	nsp							
33	)	nsp							
34	,								
35	que								
36	Bukowski								
37	descobriu								
38	nas								
39	suas								
40	leituras								
41	em								
42	bibliotecas								
43	públicas								
44	quando								
45	jovem	nsp							
46	.								
									
1	Michael								
2	Schumacher								
3	culpou								
4	um								
5	degrau								
6	existente								
7	nas								
8	zebras								
9	do								
10	circuito								
11	de								
12	Adelaide								
13	por								
14	seu								
15	acidente								
16	ontem								
17	no								
18	final								
19	da								
20	primeira								
21	sessão								
22	de								
23	treinos								
24	oficiais	nsp							
25	.								
									
1	«	nsp							
2	Quando								
3	analisei								
4	a								
5	pista								
6	na								
7	quinta	nsp							
8	-	nsp							
9	feira	nsp							
10	,								
11	pedi								
12	à								
13	FIA								
14	que								
15	melhorasse								
16	as								
17	condições								
18	daquele								
19	ponto	nsp							
20	»	nsp							
21	,								
22	disse								
23	o								
24	alemão	nsp							
25	.								
									
1	Na								
2	sua								
3	opinião	nsp							
4	,								
5	o								
6	Estado								
7	não								
8	pode								
9	continuar								
10	em								
11	setores								
12	onde								
13	a								
14	iniciativa								
15	privada								
16	já								
17	comprovou								
18	sua								
19	eficiência	nsp							
20	.								
									
1	Em								
2	entrevista								
3	à								
4	Folha	nsp							
5	,								
6	Angarita								
7	elogiou								
8	a								
9	iniciativa								
10	do								
11	Sindicato								
12	dos								
13	Eletricitários								
14	de								
15	São								
16	Paulo	nsp							
17	,								
18	que								
19	articulou								
20	uma								
21	ação								
22	judicial								
23	para								
24	tentar								
25	suspender								
26	a								
27	venda								
28	de								
29	ações								
30	da								
31	Eletropaulo	nsp							
32	.								
									
1	Cutler								
2	admitiu								
3	que								
4	as								
5	conversas								
6	entre								
7	funcionários								
8	da								
9	Casa								
10	Branca								
11	e								
12	do								
13	Tesouro								
14	sobre								
15	investigações								
16	sobre								
17	o								
18	banco								
19	de								
20	McDougal								
21	não								
22	eram								
23	«	nsp							
24	recomendáveis	nsp							
25	»	nsp							
26	,								
27	mas								
28	não								
29	constituíram								
30	crime	nsp							
31	.								
									
1	Essas								
2	conversas								
3	levaram								
4	em								
5	março								
6	à								
7	demissão								
8	de								
9	Bernard								
10	Nussbaum	nsp							
11	,								
12	amigo								
13	da								
14	primeira	nsp							
15	-	nsp							
16	dama	nsp							
17	,								
18	do								
19	cargo								
20	de								
21	assessor								
22	jurídico								
23	da								
24	Casa								
25	Branca	nsp							
26	.								
									
1	Fiske								
2	começou								
3	seu								
4	trabalho								
5	em								
6	20								
7	de								
8	janeiro	nsp							
9	.								
									
1	Comissão								
2	Parlamentar								
3	de								
4	Inquéito								
5	sobre								
6	o								
7	caso								
8	Whitewater								
9	começa								
10	a								
11	funcionar								
12	dia								
13	29	nsp							
14	.								
									
1	O								
2	relatório								
3	não								
4	diz								
5	se								
6	as								
7	reuniões								
8	entre								
9	funcionários								
10	da								
11	Casa								
12	Branca								
13	e								
14	do								
15	Tesouro								
16	violaram								
17	a								
18	ética	nsp							
19	.								
									
1	O								
2	secretário								
3	do								
4	Tesouro	nsp							
5	,								
6	Lloyd								
7	Bentsen	nsp							
8	,								
9	disse								
10	que								
11	a								
12	questão								
13	ética								
14	vai								
15	ser								
16	examinada								
17	agora	nsp							
18	.								
									
1	Só								
2	o								
3	procurou								
4	tempos								
5	depois	nsp							
6	,								
7	quando								
8	o								
9	secretário								
10	de								
11	Assuntos								
12	Especiais	nsp							
13	,								
14	Eliezer								
15	Baptista	nsp							
16	,								
17	resolveu								
18	preparar								
19	o								
20	macroplanejamento								
21	do								
22	país								
23	uma								
24	idéia								
25	esplendorosa								
26	que	nsp							
27	,								
28	infelizmente	nsp							
29	,								
30	não								
31	resistiu								
32	ao								
33	impeachment								
34	de								
35	Collor								
36	e								
37	convocou								
38	Mourão								
39	para								
40	sua								
41	equipe	nsp							
42	.								
									
1	Com								
2	medo								
3	de								
4	perder								
5	poderes	nsp							
6	,								
7	Modiano								
8	chamou								
9	Mourão								
10	e	nsp							
11	,								
12	numa								
13	atitude								
14	mesquinha	nsp							
15	,								
16	comunicou	nsp							
17	-	nsp							
18	lhe								
19	que	nsp							
20	,								
21	como								
22	o								
23	financiamento								
24	do								
25	projeto								
26	seria								
27	bancado								
28	pelo								
29	BNDES	nsp							
30	,								
31	ele								
32	iria								
33	para								
34	lá	nsp							
35	,								
36	mas								
37	na								
38	qualidade								
39	de								
40	representante								
41	do								
42	banco	nsp							
43	.								
									
1	A								
2	tela								
3	de								
4	abertura								
5	do								
6	programa								
7	é								
8	simpática	nsp							
9	.								
									
1	Uma								
2	sala								
3	tem								
4	como								
5	ícones								
6	uma								
7	pilha								
8	de								
9	discos	nsp							
10	,								
11	um								
12	aparelho								
13	de								
14	som	nsp							
15	,								
16	uma								
17	enciclopédia								
18	e								
19	uma								
20	janela								
21	que								
22	mostra								
23	a								
24	encruzilhada								
25	onde								
26	Robert								
27	Johnson								
28	teria								
29	feito								
30	um								
31	pacto								
32	com								
33	o								
34	diabo	nsp							
35	,								
36	trocando								
37	a								
38	alma								
39	pelo								
40	sucesso	nsp							
41	.								
									
1	Lançado								
2	dentro								
3	do								
4	projeto								
5	«	nsp							
6	Asia								
7	Classics	nsp							
8	»	nsp							
9	,								
10	um								
11	subselo								
